text,label
Αυτό είναι το σπίτι μου,Greek
Η θάλασσα είναι όμορφη,Greek
Εγώ αγαπώ την οικογένειά μου,Greek
Εγώ αγαπώ την οικογένειά μου,Greek
"Καλημέρα, τι κάνεις",Greek
Μου αρέσει το ποδόσφαιρο,Greek
"Καλημέρα, τι κάνεις",Greek
"Καλημέρα, τι κάνεις",Greek
Εγώ αγαπώ την οικογένειά μου,Greek
Μου αρέσει το ποδόσφαιρο,Greek
"Καλημέρα, τι κάνεις",Greek
"Καλημέρα, τι κάνεις",Greek
Πηγαίνουμε στο σχολείο,Greek
Она читает книгу,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
"Здравствуйте, как дела",Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Сегодня холодно,Russian
Я люблю Россию,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
Мы идем домой,Russian
Я учусь в школе,Russian
Я учусь в школе,Russian
Он играет в футбол,Russian
Сегодня холодно,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Он играет в футбол,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Я учусь в школе,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Я учусь в школе,Russian
"Здравствуйте, как дела",Russian
Он играет в футбол,Russian
Сегодня холодно,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Она читает книгу,Russian
Он играет в футбол,Russian
Он играет в футбол,Russian
Мы идем домой,Russian
"Здравствуйте, как дела",Russian
Она читает книгу,Russian
Я люблю Россию,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Она читает книгу,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Я люблю Россию,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Я люблю Россию,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Мы идем домой,Russian
"Здравствуйте, как дела",Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Он играет в футбол,Russian
Я учусь в школе,Russian
Сегодня холодно,Russian
"Здравствуйте, как дела",Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Он играет в футбол,Russian
Она читает книгу,Russian
"Здравствуйте, как дела",Russian
Я учусь в школе,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Он играет в футбол,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
Мы идем домой,Russian
Я люблю Россию,Russian
Она читает книгу,Russian
"Здравствуйте, как дела",Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Мы идем домой,Russian
"Здравствуйте, как дела",Russian
Она читает книгу,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Я люблю Россию,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Я люблю Россию,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Она читает книгу,Russian
"Здравствуйте, как дела",Russian
Я люблю Россию,Russian
Она читает книгу,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
Сегодня холодно,Russian
"Здравствуйте, как дела",Russian
Я люблю Россию,Russian
Мы идем домой,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Я люблю Россию,Russian
"Здравствуйте, как дела",Russian
Она читает книгу,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
"Здравствуйте, как дела",Russian
Я люблю Россию,Russian
Мы идем домой,Russian
Мы идем домой,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Она читает книгу,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
"Здравствуйте, как дела",Russian
Сегодня холодно,Russian
"Здравствуйте, как дела",Russian
Сегодня холодно,Russian
"Здравствуйте, как дела",Russian
Она читает книгу,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
"Здравствуйте, как дела",Russian
Он играет в футбол,Russian
"Здравствуйте, как дела",Russian
Я учусь в школе,Russian
Он играет в футбол,Russian
Она читает книгу,Russian
Она читает книгу,Russian
"Здравствуйте, как дела",Russian
Мы идем домой,Russian
"Здравствуйте, как дела",Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
Я учусь в школе,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
"Здравствуйте, как дела",Russian
Я учусь в школе,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
"Здравствуйте, как дела",Russian
"Здравствуйте, как дела",Russian
Она читает книгу,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Он играет в футбол,Russian
Я учусь в школе,Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
"Здравствуйте, как дела",Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Я учусь в школе,Russian
Он играет в футбол,Russian
Я люблю Россию,Russian
Мы идем домой,Russian
Она читает книгу,Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Он играет в футбол,Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Я люблю Россию,Russian
Я учусь в школе,Russian
Она читает книгу,Russian
Она читает книгу,Russian
Она читает книгу,Russian
Он играет в футбол,Russian
Мы идем домой,Russian
Она читает книгу,Russian
Сегодня холодно,Russian
Я люблю Россию,Russian
"Здравствуйте, как дела",Russian
Я люблю Россию,Russian
Мы идем домой,Russian
Я учусь в школе,Russian
"Здравствуйте, как дела",Russian
Мы идем домой,Russian
Сегодня холодно,Russian
Мы идем домой,Russian
Он играет в футбол,Russian
Я учусь в школе,Russian
Я люблю Россию,Russian
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
Biz futbol oynuyoruz,Turkish
O kitap okuyor,Turkish
O kitap okuyor,Turkish
Sen ne yapıyorsun,Turkish
Sen ne yapıyorsun,Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
Ben okula gidiyorum,Turkish
Ben okula gidiyorum,Turkish
Sen ne yapıyorsun,Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Sen ne yapıyorsun,Turkish
Ben yemek istiyorum,Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Ben okula gidiyorum,Turkish
"Merhaba, nasılsın",Turkish
Biz futbol oynuyoruz,Turkish
Sen ne yapıyorsun,Turkish
Bugün hava güzel,Turkish
O kitap okuyor,Turkish
Ben okula gidiyorum,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Bugün hava güzel,Turkish
Biz futbol oynuyoruz,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
Ben yemek istiyorum,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
Sen ne yapıyorsun,Turkish
Ben okula gidiyorum,Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Ben okula gidiyorum,Turkish
Ben yemek istiyorum,Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
O kitap okuyor,Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Biz futbol oynuyoruz,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
O kitap okuyor,Turkish
Biz futbol oynuyoruz,Turkish
Sen ne yapıyorsun,Turkish
Bugün hava güzel,Turkish
Sen ne yapıyorsun,Turkish
Biz futbol oynuyoruz,Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
O kitap okuyor,Turkish
Bugün hava güzel,Turkish
Ben yemek istiyorum,Turkish
Bugün hava güzel,Turkish
Ben yemek istiyorum,Turkish
Sen ne yapıyorsun,Turkish
Sen ne yapıyorsun,Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
Ben okula gidiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Ben okula gidiyorum,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Sen ne yapıyorsun,Turkish
Ben okula gidiyorum,Turkish
Ben okula gidiyorum,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
O kitap okuyor,Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Biz futbol oynuyoruz,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Biz futbol oynuyoruz,Turkish
Bugün hava güzel,Turkish
Ben okula gidiyorum,Turkish
Sen ne yapıyorsun,Turkish
Biz futbol oynuyoruz,Turkish
Ben yemek istiyorum,Turkish
Ben yemek istiyorum,Turkish
O kitap okuyor,Turkish
O kitap okuyor,Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
Bugün hava güzel,Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
Ben okula gidiyorum,Turkish
Ben okula gidiyorum,Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
Biz futbol oynuyoruz,Turkish
O kitap okuyor,Turkish
Biz futbol oynuyoruz,Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
Ben yemek istiyorum,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Biz futbol oynuyoruz,Turkish
O kitap okuyor,Turkish
O kitap okuyor,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Bugün hava güzel,Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
O kitap okuyor,Turkish
Ben okula gidiyorum,Turkish
O kitap okuyor,Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
Biz futbol oynuyoruz,Turkish
Ben okula gidiyorum,Turkish
Ben okula gidiyorum,Turkish
Ben okula gidiyorum,Turkish
O kitap okuyor,Turkish
"Merhaba, nasılsın",Turkish
Ben okula gidiyorum,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Biz futbol oynuyoruz,Turkish
Biz futbol oynuyoruz,Turkish
Bugün hava güzel,Turkish
O kitap okuyor,Turkish
Biz futbol oynuyoruz,Turkish
Biz futbol oynuyoruz,Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
Bugün hava güzel,Turkish
Biz futbol oynuyoruz,Turkish
"Merhaba, nasılsın",Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
Biz futbol oynuyoruz,Turkish
Sen ne yapıyorsun,Turkish
Biz futbol oynuyoruz,Turkish
Bugün hava güzel,Turkish
Biz futbol oynuyoruz,Turkish
Biz futbol oynuyoruz,Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Ben okula gidiyorum,Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
Ben yemek istiyorum,Turkish
Ben okula gidiyorum,Turkish
Bugün hava güzel,Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
"Merhaba, nasılsın",Turkish
Sen ne yapıyorsun,Turkish
"Merhaba, nasılsın",Turkish
Ben yemek istiyorum,Turkish
"Merhaba, nasılsın",Turkish
O kitap okuyor,Turkish
Ben yemek istiyorum,Turkish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
"Hej, hur mår du",Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Det är kallt idag,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Jag heter Anna,Swedish
Han spelar fotboll,Swedish
Jag läser en bok,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Han spelar fotboll,Swedish
Vi går till skolan,Swedish
Jag läser en bok,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Det är kallt idag,Swedish
Jag heter Anna,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
"Hej, hur mår du",Swedish
Det är kallt idag,Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Han spelar fotboll,Swedish
"Hej, hur mår du",Swedish
Jag heter Anna,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
Det är kallt idag,Swedish
Jag heter Anna,Swedish
Jag läser en bok,Swedish
Jag heter Anna,Swedish
Jag heter Anna,Swedish
Det är kallt idag,Swedish
Han spelar fotboll,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Vi går till skolan,Swedish
Vi går till skolan,Swedish
Det är kallt idag,Swedish
Det är kallt idag,Swedish
"Hej, hur mår du",Swedish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Det är kallt idag,Swedish
Vi går till skolan,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Hon bor i Stockholm,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Hon bor i Stockholm,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Jag läser en bok,Swedish
Det är kallt idag,Swedish
Jag läser en bok,Swedish
Han spelar fotboll,Swedish
Jag heter Anna,Swedish
Det är kallt idag,Swedish
"Hej, hur mår du",Swedish
Hon bor i Stockholm,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Det är kallt idag,Swedish
Vi går till skolan,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Vi går till skolan,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Vi går till skolan,Swedish
Jag heter Anna,Swedish
Han spelar fotboll,Swedish
Vi går till skolan,Swedish
Vi går till skolan,Swedish
Han spelar fotboll,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Jag heter Anna,Swedish
Vi går till skolan,Swedish
Han spelar fotboll,Swedish
"Hej, hur mår du",Swedish
"Hej, hur mår du",Swedish
"Hej, hur mår du",Swedish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Jag heter Anna,Swedish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
Han spelar fotboll,Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
"Hej, hur mår du",Swedish
Jag heter Anna,Swedish
Det är kallt idag,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Det är kallt idag,Swedish
Det är kallt idag,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Vi går till skolan,Swedish
Det är kallt idag,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
"Hej, hur mår du",Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Jag läser en bok,Swedish
Vi går till skolan,Swedish
Jag heter Anna,Swedish
"Hej, hur mår du",Swedish
Han spelar fotboll,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Han spelar fotboll,Swedish
Vi går till skolan,Swedish
Vi går till skolan,Swedish
Det är kallt idag,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Hon bor i Stockholm,Swedish
"Hej, hur mår du",Swedish
Jag heter Anna,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Det är kallt idag,Swedish
Jag läser en bok,Swedish
Han spelar fotboll,Swedish
Vi går till skolan,Swedish
"Hej, hur mår du",Swedish
Vi går till skolan,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Jag heter Anna,Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Vi går till skolan,Swedish
Hon bor i Stockholm,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Hon bor i Stockholm,Swedish
"Hej, hur mår du",Swedish
Han spelar fotboll,Swedish
Jag heter Anna,Swedish
Jag läser en bok,Swedish
Vi går till skolan,Swedish
Jag läser en bok,Swedish
Jag heter Anna,Swedish
Hon bor i Stockholm,Swedish
Han spelar fotboll,Swedish
Det är kallt idag,Swedish
Vi går till skolan,Swedish
Vi går till skolan,Swedish
"Hej, hur mår du",Swedish
Det är kallt idag,Swedish
Jag läser en bok,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Vi går till skolan,Swedish
"Hej, hur mår du",Swedish
Hon bor i Stockholm,Swedish
Det är kallt idag,Swedish
Vi går till skolan,Swedish
Jag heter Anna,Swedish
Jag heter Anna,Swedish
Jag läser en bok,Swedish
Jag heter Anna,Swedish
Han spelar fotboll,Swedish
"Hej, hur mår du",Swedish
Han spelar fotboll,Swedish
"Hej, hur mår du",Swedish
"Hej, hur mår du",Swedish
Han spelar fotboll,Swedish
Hon bor i Stockholm,Swedish
Det är kallt idag,Swedish
Det är kallt idag,Swedish
Hon bor i Stockholm,Swedish
Vi går till skolan,Swedish
Han spelar fotboll,Swedish
Jag läser en bok,Swedish
Han spelar fotboll,Swedish
Han spelar fotboll,Swedish
Det är kallt idag,Swedish
"Hej, hur mår du",Swedish
Jag läser en bok,Swedish
"Hej, hur mår du",Swedish
Han spelar fotboll,Swedish
"Hej, hur mår du",Swedish
"Hej, hur mår du",Swedish
Lui gioca a calcio,Italian
Lui gioca a calcio,Italian
Lui gioca a calcio,Italian
Andiamo al mercato,Italian
Io studio all'università,Italian
Oggi fa caldo,Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
Andiamo al mercato,Italian
Lei legge un libro,Italian
Questa è la mia casa,Italian
Lui gioca a calcio,Italian
Lei legge un libro,Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
Lui gioca a calcio,Italian
Andiamo al mercato,Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
Lui gioca a calcio,Italian
Lei legge un libro,Italian
Io studio all'università,Italian
Lui gioca a calcio,Italian
Lui gioca a calcio,Italian
Io studio all'università,Italian
Lei legge un libro,Italian
Lui gioca a calcio,Italian
Andiamo al mercato,Italian
Io studio all'università,Italian
Io studio all'università,Italian
Questa è la mia casa,Italian
Io studio all'università,Italian
Andiamo al mercato,Italian
Andiamo al mercato,Italian
"Ciao, come stai",Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
Io studio all'università,Italian
Io studio all'università,Italian
Lei legge un libro,Italian
Andiamo al mercato,Italian
Io studio all'università,Italian
Oggi fa caldo,Italian
Io studio all'università,Italian
Lui gioca a calcio,Italian
Io studio all'università,Italian
Lui gioca a calcio,Italian
Questa è la mia casa,Italian
Oggi fa caldo,Italian
Oggi fa caldo,Italian
"Ciao, come stai",Italian
Andiamo al mercato,Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
Andiamo al mercato,Italian
Oggi fa caldo,Italian
Io studio all'università,Italian
"Ciao, come stai",Italian
Oggi fa caldo,Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
Io studio all'università,Italian
Andiamo al mercato,Italian
Io studio all'università,Italian
Oggi fa caldo,Italian
Lei legge un libro,Italian
Lui gioca a calcio,Italian
Lei legge un libro,Italian
Oggi fa caldo,Italian
Io studio all'università,Italian
Io studio all'università,Italian
Lui gioca a calcio,Italian
Andiamo al mercato,Italian
Oggi fa caldo,Italian
"Ciao, come stai",Italian
Oggi fa caldo,Italian
Oggi fa caldo,Italian
Lui gioca a calcio,Italian
Questa è la mia casa,Italian
Andiamo al mercato,Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
Questa è la mia casa,Italian
Lui gioca a calcio,Italian
"Ciao, come stai",Italian
Lei legge un libro,Italian
Io studio all'università,Italian
Questa è la mia casa,Italian
Lui gioca a calcio,Italian
"Ciao, come stai",Italian
Lui gioca a calcio,Italian
"Ciao, come stai",Italian
Oggi fa caldo,Italian
Io studio all'università,Italian
Io studio all'università,Italian
Oggi fa caldo,Italian
Andiamo al mercato,Italian
Io studio all'università,Italian
"Ciao, come stai",Italian
Io studio all'università,Italian
Lei legge un libro,Italian
Lui gioca a calcio,Italian
Io studio all'università,Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
"Ciao, come stai",Italian
Oggi fa caldo,Italian
Oggi fa caldo,Italian
Oggi fa caldo,Italian
"Ciao, come stai",Italian
"Ciao, come stai",Italian
"Ciao, come stai",Italian
Io studio all'università,Italian
Io studio all'università,Italian
Questa è la mia casa,Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
Lei legge un libro,Italian
Lui gioca a calcio,Italian
Andiamo al mercato,Italian
Questa è la mia casa,Italian
Questa è la mia casa,Italian
Questa è la mia casa,Italian
Questa è la mia casa,Italian
Andiamo al mercato,Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
Questa è la mia casa,Italian
Oggi fa caldo,Italian
"Ciao, come stai",Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
Oggi fa caldo,Italian
Questa è la mia casa,Italian
Lui gioca a calcio,Italian
Lei legge un libro,Italian
Lei legge un libro,Italian
Questa è la mia casa,Italian
Lui gioca a calcio,Italian
Lei legge un libro,Italian
Io studio all'università,Italian
Io studio all'università,Italian
Lui gioca a calcio,Italian
Andiamo al mercato,Italian
Questa è la mia casa,Italian
Andiamo al mercato,Italian
Questa è la mia casa,Italian
Oggi fa caldo,Italian
"Ciao, come stai",Italian
Lui gioca a calcio,Italian
Oggi fa caldo,Italian
Oggi fa caldo,Italian
"Ciao, come stai",Italian
Questa è la mia casa,Italian
Lei legge un libro,Italian
"Ciao, come stai",Italian
"Ciao, come stai",Italian
Lui gioca a calcio,Italian
Oggi fa caldo,Italian
Io studio all'università,Italian
Lui gioca a calcio,Italian
Io studio all'università,Italian
"Ciao, come stai",Italian
Oggi fa caldo,Italian
Andiamo al mercato,Italian
Lei legge un libro,Italian
Oggi fa caldo,Italian
Oggi fa caldo,Italian
Lui gioca a calcio,Italian
